pub_date,abstract,gemini_sentiment
2021-04-26,the chief executives of facebook and apple have opposing visions for the future of the internet their differences escalated this week,negative
2021-05-21,the chief executive of apple which was sued by the gaming company epic said his company had invested heavily on security and had lowered some fees in its app store,neutral
2021-05-17,apple built the worlds most valuable business on top of china now it has to answer to the chinese government,negative
2021-05-03,apple and epic games maker of the wildly popular game fortnite are set to square off on monday in a trial that could decide how much control apple can exert over the app economy the trial is scheduled to open with testimony from tim sweeney the chief of epic on why he believes apple is a monopoly abusing its power,negative
2021-05-21,one expert explains plus what else you need to know about the israelhamas conflict,neutral
2021-05-18,apple touts its commitment to privacy and free speech thats why its china operation is so striking,neutral
2021-05-25,its now in a judges hands,neutral
2021-05-21,in a wideranging interview the author of the age of surveillance capitalism talks about why people should pay attention to how big tech companies are using their information,neutral
2021-05-20,a new operating system gives users more privacy thats bad news for facebook,negative
2021-05-02,biden announced an ambitious and expensive plan to fund paid family leave child care and higher education,positive
2021-05-20,the advent of wearable devices that monitor our heart rhythms both excites and worries doctors,neutral
2021-06-16,amazons experimental approach to product design can hurt your wallet and the environment why does it need our help to figure out what its doing,negative
2021-06-11,democrats denounced the trump administrations seizure of lawmakers data as an abuse of power and called on republicans to back the congressional inquiry,negative
2021-06-13,the company notified donald f mcgahn ii last month that it had been subpoenaed for his account information three years ago,negative
2021-06-15,ms khan who first attracted notice as a critic of amazon was confirmed by the senate as a commissioner on the agency on tuesday,neutral
2021-06-11,the mood about technology has soured more recently but bosses paychecks have mostly remained unscathed,negative
2021-06-29,after a federal judge threw out state and federal competition cases against facebook calls grew for lawmakers to quickly change centuryold monopoly laws,negative
2021-06-17,apple has long centered its sales pitch on protecting its users data but i had a hunch that it couldnt be that simple in china where the company is deeply entrenched,neutral
2021-09-03,apple had not expected the kind of backlash the new features faced,negative
2021-09-16,get ready for more random ads online higher prices and subscriptions galore but your privacy concerns may still not fade,negative
2021-09-23,the push to make usbc connectors standard on all mobile devices would primarily affect apple which uses proprietary technology for charging,negative
2021-09-16,brace yourself for an onslaught of devices that connect your eyes to the digital world,neutral
2021-09-14,the ipad was the first gadget to be showcased at apples annual product lineup,neutral
2021-09-26,a collector a conservationist and an analyst offer their opinions,neutral
2021-09-17,the app created by allies of the opposition leader aleksei navalny vanished from online stores reflecting a new level of pressure against us technology companies in the country,negative
2021-09-14,the iphone 13 new ipad and apple watch series 7 cost the same as recent iterations while the ipad mini will cost an extra 100,neutral
2021-09-25,facebook may have crossed the line,negative
2021-09-26,misleading maps are leading us astray,negative
2021-08-19,our data is as secure as their policies,neutral
2021-08-20,the companys decision is the latest signal that many employees in the us will continue to work remotely into 2022,neutral
2021-08-30,a new generation of more affordable and stylish hearing aids could help preserve mind life and limb for millions,positive
2021-08-23,the alamo drafthouse cinema chain filed for chapter 11 bankruptcy during the pandemic but its founder tim league is still bullish on the future of moviegoing,neutral
2021-08-31,the law the first of its kind in the world deals a blow to the market dominance of the tech giants which opposed the bill,negative
2021-08-06,how to interpret the latest numbers,neutral
2021-08-18,the backlash to apples efforts to fight child sexual abuse show that in the debate between privacy and security there are few easy answers,negative
2021-08-11,the companys plan to scan photos stored on your phone should worry you,negative
2021-08-23,a proposal in the south korean legislature is an early test of how forcefully the biden administration will defend the companies abroad while trying to trim their power at home,neutral
2021-08-11,an update for iphones has raised privacy concerns and is a reminder not to become reliant on a companys cloud,negative
2021-03-18,loretta staples a ui designer in the 1980s and 90s had a frontrow seat to the rise of personal computing,neutral
2021-03-16,google said that starting july 1 it would take 15 percent of the first 1 million developers take in from certain app sales down from 30 percent,positive
2021-03-18,antitrust bills would dismantle apple and googles monopoly over the distribution of smartphone apps and entice companies to relocate to those states,positive
2021-03-03,dont want to pay 1900 for a peloton bike plus a subscription fee for classes here are ways to reduce the cost of using tech to exercise at home,neutral
2021-03-04,the 10 percent threshold for a correction is arbitrary but it is often an indication that investors have turned more pessimistic about the markets,negative
2021-03-23,yes tech companies are hiring heres why they want you to notice,neutral
2021-03-31,more than 70 black executives demanded that corporate america push back against laws they say limit voting access,negative
2021-02-14,a vote on a bill this week is part of a movement that could cost apple and google billions of dollars state legislatures are becoming the fights new front,negative
2021-02-16,a north dakota bill that an apple executive had warned threatens to destroy iphone as you know it died in a vote on tuesday,negative
2021-02-18,the change for now only visible to beta testers reflects the popularity and shifting meaning of a symbol once mainly used to discuss blood donations,neutral
2021-02-16,state and local governments are looking to assert more control over tech companies,neutral
2021-02-04,delivery apps like uber and instacart are branching out how this shakes out will affect all of us,neutral
2021-02-15,after being cut off by amazon and other tech giants parler worked for weeks to find a way to get back on the internet,negative
2021-09-17,wall street seems to be in a funk with the sp 500 declining about 23 percent since its latest high,negative
2021-09-10,what we leave behind,neutral
2021-09-14,apple said its new iphone 13 models have better screens cameras and battery life but it didnt announce any major new advances,neutral
2021-09-22,even for new technologies accessibility matters,neutral
2021-09-11,after a judge opened up a way to avoid apples commission on their sales companies big and small are seeing dollar signs,positive
2021-09-07,newsletters are a natural evolution of the creatorfan relationship,neutral
2021-09-02,ashton kutcher and julie cordua discuss apples new tools to fight the sexual exploitation of young people online and what the tradeoff might be for privacy,neutral
2021-09-21,the new iphone is 10 percent faster than the last one and the photos are slightly better in a word huh,neutral
2021-09-16,as apple and google enact privacy changes businesses are grappling with the fallout madison avenue is fighting back and facebook has cried foul,negative
2021-09-14,the company left the prices of the devices unchanged from last years models with a starting cost of 400,neutral
2021-08-27,it also will create a 100 million fund to pay them a judges decision in a higherprofile fight with epic games a leading video game maker is still pending,neutral
2021-08-20,apple has taken action against child sexual abuse material on its platforms its solutions however have not been met with universal support,neutral
2021-08-27,the agreement to allow developers to promote payment options outside the app store may give apple the upper hand in bigger fights to come,positive
2021-08-25,apple samsung and others want us to replace our phones constantly but many of our problems with current devices can be fixed,negative
2021-08-05,the changes for later this year raised concerns that the company is installing surveillance technology that governments could exploit,negative
2021-08-12,smartphones are now normal and for everyone which means we can ignore the hoopla around new models,neutral
2021-08-27,apple said it had made major concessions but a closer examination suggests that the tech giant and the app makers lawyers were big winners,negative
2021-09-02,the company under pressure from app developers and regulators is making concessions while protecting lucrative parts of its app store,negative
2021-09-29,these spyware apps record your conversations location and everything you type all while camouflaged as a calculator or calendar,negative
2021-09-03,the companys recent concessions over its app store could be part of a deliberate strategy to protect more important revenue streams,neutral
2021-09-13,researchers at citizen lab found that nso group an israeli spyware company had infected apple products without so much as a click,negative
2021-09-10,apple led the losses but companies relying on the end to pandemicrelated precautions took a beating too,negative
2021-09-02,the change which affects apps like spotify and netflix will allow developers to steer users to their websites rather than the app store,positive
2021-09-13,a judges split decision in the lawsuit mostly went in favor of big tech,positive
2021-09-14,this years upgrades are expected to be modest compared with last years introduction of the iphone 12,neutral
2021-09-17,hundreds of current and former apple workers are complaining about their work environment a rarity for the once tightlipped company,negative
2021-09-10,the decision could have major implications for thousands of businesses that pay apple billions of dollars each year,negative
2021-07-23,a wave of the contagious delta variant is causing companies to reconsider when they will require employees to return and what health requirements should be in place when they do,negative
2021-07-06,the latest targets include homegrown giants like didi chuxing,neutral
2021-07-29,the gap keeps widening between the super rich tech superstars and the merely super theres one possible explanation,neutral
2021-07-30,americas tech companies have been leading the way for how large employers should aid in the countrys pandemic response,neutral
2021-07-27,the pandemic has been a windfall for apple and its peers as people buy even more gadgets to work study and socialize,positive
2021-07-22,an advocacy group for technology companies criticized the move by the commission saying it would jeopardize the safety of consumers,negative
2021-07-20,we look at the pros and cons of using apples airtag tracking device to find our missing dogs and cats,neutral
2021-07-14,new legislation could simplify tech maintenance and make buying a new smartphone or computer the last resort,negative
2021-07-05,a trade group representing google facebook amazon apple and others said changes to a hong kong privacy law could stop firms from providing services in the city,negative
2021-07-20,employees are now expected to come back to the workplace as early as october a month later than planned,neutral
2021-06-22,executives lobbyists and more than a dozen groups paid by big tech have tried to head off bipartisan support for six bills meant to undo the dominance of amazon apple facebook and google,negative
2021-06-29,not since the government sued to break up microsoft in the late 1990s has there been greater demand for people who know the ins and outs of corporate competition law,neutral
2021-06-23,a committee took its first vote in the early afternoon advancing a bill that would increase the money companies pay government agencies when getting some mergers approved,negative
2021-06-12,the fbi scored two major victories recovering a bitcoin ransom and tricking lawbreakers with an encryption app but criminals may still have the upper hand,negative
2021-06-14,attorney general merrick b garland met with news media executives amid fallout over prosecutors seizures of records from phone and tech companies for leak inquiries,neutral
2021-06-10,margrethe vestager is the european regulator trying to do something audacious get companies like apple amazon and facebook to play fair and pay taxes,neutral
2021-06-11,apple under fire for turning over the data of two lawmakers to the trump justice dept said it did so unknowingly while google fought a request for new york times data because it related to a corporate client,negative
2021-06-08,the recovery of ransom paid by the colonial pipeline operator allays some worries about cryptocurrency but worries others,neutral
2021-06-07,some developers are sick of apple being a dictator apple says its protecting us lets dissect this,negative
2021-06-29,how apples business tactics partly driven by fear affect the rest of us,negative
2021-10-15,a group of researchers said the dangerous technology was invasive and not effective at detecting images of child sexual abuse,negative
2021-10-12,when the tech giants splurge on bigticket investments its great for them but hard for others to keep up,negative
2021-10-21,snap the parent company of snapchat said that it had expected some disruption but that challenges for advertisers had been more severe than expected,negative
2021-10-15,janneke parrish who was a program manager for apple maps in austin texas was one of the two leaders of a group that called itself appletoo,neutral
2021-10-18,the veteran tech journalist walt mossberg unpacks the facebook files with historical context and personal anecdotes,neutral
2021-10-25,with long battery life and nice cameras the new google devices excel at what popular phones have done for years is that enough,neutral
2021-10-08,at the heart of the legal battle is the power apple wields over its lucrative app store,negative
2021-10-29,its a 19 cloth,neutral
2021-10-20,buying a 1000 iphone can be equivalent to giving up 17000 in retirement savings or 2500 cups of coffee,negative
2021-10-18,the tech giant rolled back some of the changes it had made to its laptops getting rid of the unpopular touch bar and readding ports for an hdmi cable and an sd memory card,positive
2021-10-25,the congressman discusses the future of his party and why hes teaming up with democrats on a bipartisan effort that could break up big tech,neutral
2021-10-22,want to change your cars interior lighting alter your boats course tap your wrist,neutral
2021-11-23,apple accused nso group the israeli surveillance company of flagrant violations of its software as well as federal and state laws,negative
2021-11-10,apple may have to rewrite its policies to allow app developers to point users to alternative payment methods as soon as december,neutral
2021-11-12,false statements about vaccines have spread on the wild west of media even as some hosts die of virus complications,negative
2021-11-10,what we want to know from secretary of state antony blinken gms mary barra the podcast hosts dax shepard and monica padman and more,neutral
2021-11-04,why apple and samsung are the coke and pepsi of smartphones in the us,neutral
2021-11-02,one of the leaders of an activist movement at apple took her complaint to a federal agency marking an escalation of a conflict between apple and some of its workers,negative
2021-11-24,ifeoma ozoma who accused pinterest of discrimination has become a key figure in helping tech employees disclose and fight mistreatment at work,neutral
2021-11-09,i think its reasonable to own it as part of a diversified portfolio apples chief executive said at the dealbook online summit,positive
2021-11-10,apples custom processors suggest that computers are nowhere near hitting their performance limits,neutral
2021-11-17,apple said it would soon provide parts tools and manuals to those who wanted to fix their own iphones and mac computers,positive
2021-07-01,facebook microsoft and amazon are ramping up offerings on a platform that lets people enjoy highquality games on any device,positive
2021-07-28,apple had lifted mask requirements in its american stores earlier this year but the delta variant prompted it to reverse course,negative
2021-06-11,a bipartisan group of house members introduced five bills targeting amazon apple facebook and google,negative
2021-06-11,the justice department seized records from apple for metadata of house intelligence committee members their aides and family members,negative
2021-06-14,the revelations of a leak investigation started in the trump administration are a reminder that big tech companies often hand over information about their users,negative
2021-06-24,house lawmakers have gotten serious a package of bills poses existential threats to the tech giants,negative
2021-06-17,doug guthrie once one of americas leading china bulls rang the alarm on doing business there he spoke about his time at apple,negative
2021-06-24,when the judiciary committee began approving a suite of bills on wednesday fault lines were exposed that could make final passage difficult,negative
2021-06-07,apples privacy push has put the company at odds with rivals despite protests from some corners of silicon valley mondays announcements show that apple has doubled down on privacy features,neutral
2021-06-09,apple and google have unveiled phone features designed for an era of hybrid remote and inperson work,neutral
2021-06-14,when the technology giant first started doing business in china it thought it would change the country decades later the reverse is true,negative
2021-06-07,is the world finally ready to take on tax havens,neutral
2021-09-13,a guide to updating your phones software after researchers found that a flaw had infected billions of apple products,negative
2021-09-23,the european union announced plans to make usbc connectors standard for all smartphones to reduce environmental waste and make switching between devices simpler this initiative is likely to affect apple the hardest,neutral
2021-01-11,the app has renewed a debate about who holds power over online speech after the tech giants yanked their support for it and left it fighting for survival parler went dark early on monday,negative
2021-01-28,millions of women use apps to track their cycles and that data is often passed on to thirdparty companies like facebook and google but what if that data could be used to help womens health research,neutral
2021-01-13,if you are still using your phones camera only for selfies and quick videos youre barely touching its potential,neutral
2021-01-27,the strong quarter was fueled by apples latest iphones and by strong sales in china,positive
2021-01-27,requiring that app makers list the data they collect reveals a lot about what some apps do with our information ahem whatsapp but creates confusion about others,neutral
2021-01-09,google and apple told parler a social network popular with farright conservatives that it must better police its users if it wants a place in their app stores,negative
2021-01-10,the companies pulled support for the free speech social network all but killing the service just as many conservatives are seeking alternatives to facebook and twitter,negative
2021-01-06,spoiler were looking at another year of internet services dominating many aspects of our lives,neutral
2021-01-28,the social network has discussed an antitrust lawsuit against apple as tensions grow between the companies over how each treats consumer data,negative
2022-04-19,government officials say we need more computer chips made in america and soon why isnt apple stressed,neutral
2022-05-29,weary from the pandemic and pressured by inflation retail employees of the tech giant are holding votes on whether to unionize,negative
2022-05-25,this could be the mass shooting that leads to significant change or it could join the long list of other atrocities that have been followed by policy stalemates,negative
2022-05-17,the news was welcomed by an employee group worried about growing coronavirus rates,positive
2022-12-05,a highstakes hearing to decide whether the worlds most valuable company is a monopolist,negative
2022-12-07,the move could frustrate law enforcement efforts to circumvent the already tough security of iphones,negative
2022-12-05,at a recent event for the brand we asked partygoers what they would give for the apple cofounders sandals,neutral
2022-12-28,dealbook looks at the data points behind some of the biggest stories of the past year and the themes that will endure in 2023,neutral
2022-12-06,a series of surprising and serious events and trends that were unprecedented until now,negative
2022-12-05,a detective relied on flawed information provided by the find my app for a warrant that led the police to raid the home of a 77yearold denver woman a lawsuit says,negative
2022-12-14,the fallen crypto mogul sam bankmanfried plans to fight extradition as charges pile up in what prosecutors called a record financial fraud,negative
2022-12-02,musk takes on techs fight against the apple tax,negative
2022-12-06,at a time of rising inflation the company is introducing 600 options that could free developers from the days of charging 99 cents,positive
2022-12-06,one woman found an airtag tracking device in the wheel well of her car and a second woman found an airtag in her childs backpack the lawsuit said,negative
2022-12-12,the twitter owner has taken shots at targets like dr anthony fauci the nations chief immunologist in moves that may appeal to the right but not advertisers,negative
2022-12-01,mr musk who had said the company was trying to sabotage twitter met with apples chief executive tim cook on wednesday,neutral
2022-12-31,google apple and meta offer nearlimitless digital basements in which to store photos videos and important documents but you should keep a copy of what you hold most dear,neutral
2022-12-21,techs biggest companies apple amazon and youtubes owner google have been pursuing the rights to the football package,neutral
2022-04-22,its abrupt closure is raising doubts about the crowded field of streaming services,negative
2022-04-08,chinas covid lockdowns and restrictions are holding up truck drivers who carry crucial components among factories and take products to ports posing a new disruption to the global supply chain,negative
2022-04-06,apple and google are pushing privacy changes but a shift in digital tracking is giving some platforms a bigger advertising advantage,neutral
2022-04-13,how much should the middleman get,neutral
2022-04-22,federal privacy bills security legislation and antitrust laws to address the power of the tech giants have all failed to advance in congress despite hand wringing and shows of bipartisan support,negative
2022-04-26,big technology companies are set to report earnings starting tuesday the sp 500 has dropped nearly 8 percent this month its worst monthly showing since march 2020,negative
2022-04-28,while the company did better in its first three months of the year than many of its tech peers it warned that covid problems in china will be an issue,negative
2022-04-20,the petition for a union vote continues a trend of organizing at servicesector employers like starbucks and amazon,neutral
2022-04-12,tech companies really want their employees to be happy or at least less annoyed about returning so theyre providing concerts food trucks and other perks,positive
2022-04-27,tesla is highly traded and elon musks sale of more than 16 billion worth of stock last year did not appear to push share prices lower,neutral
2022-05-05,sometimes we want experts who can sort out the mess online,neutral
2022-05-25,apples doityourself tools and instructions are far from ideal for most of us i know this because i broke my phone trying to use them,negative
2022-05-11,heres what you need to know at the end of the day,neutral
2022-05-10,after nearly 22 years apple is stopping production of the devices that changed consumer electronics and led to the creation of the iphone,negative
2022-05-12,the growthatanycost mantra meets reality as technology company valuations bottom out,negative
2022-05-23,nations are accelerating efforts to control data produced within their perimeters disrupting the flow of what has become a kind of digital currency,negative
2022-05-01,a new history of the trilliondollar company in the wake of steve jobs,neutral
2022-05-02,regulators said apple had blocked paypal and others from access to technology in the iphone that lets people make a purchase with a quick tap,negative
2022-05-01,the man who helped give the world candycolored computers eventually walked out the door what does that mean for the companys next big thing,neutral
2022-05-20,flush with cash facebook apple amazon microsoft and google are positioned to emerge from a downturn stronger and more powerful as usual,positive
2022-09-07,heres what you need to know at the end of the day,neutral
2022-09-06,apple is taking small steps toward india but the production of its latest phone introduced on wednesday shows how difficult it will be to make big changes,neutral
2022-09-06,apple has long supported privacy and shunned those intrusive ads what happens when it sells more ads too,negative
2022-09-01,worried about geopolitical tensions and stung by pandemic shutdowns google apple and others are moving some work to nearby countries,negative
2022-09-23,apples pursuit of an nfl media package has broadened to include a sponsorship of one of tvs mostwatched events,positive
2022-09-08,the worlds largest money manager fired off a letter to attorneys general in 19 states rebutting claims about its position on climateminded investing,neutral
2022-09-07,the billionaire can amend his lawsuit to include claims from a twitter whistleblower but lost an effort to delay a trial over whether he could drop his bid to buy the company,negative
2022-09-08,a smartphone that is made for longevity can be a real thing too bad thats not how most of them are designed,negative
2022-09-14,apple and google have added useful features to texting apps yet the apps still lack a major component an effective way to set limits,neutral
2022-09-04,jobs growth is slowing but still strong bed bath beyond gets a reprieve a former uber executive goes to trial,neutral
2022-08-20,introduced 10 years ago the app has slowly become a popular way to keep track of friends but it comes with considerable privacy concerns,neutral
2022-08-01,john lasseter was toppled five years ago by allegations about his workplace behavior hes back with an animated film and a studio that could be pixar 20,neutral
2022-08-05,a sweeping bill that would enact the strongest restrictions on big tech companies in the united states has been stalled in the senate,negative
2022-08-10,simple steps can make your smartphone computer and tv work better for you,neutral
2022-08-19,an airport worker in florida was charged with two counts of grand theft after a tracking device aided a sheriffs investigation,negative
2022-03-02,tech companies seem eager to support ukraine but how best to do that isnt as clear,neutral
2022-03-12,peacock would join apple tv which has already reached an agreement that will make it harder for cable subscribers to find majorleague games,negative
2022-03-11,the company has opposed singersongwriters school districts and food blogs for trying to trademark names or logos featuring an apple or a pear or pineapple,negative
2022-03-01,it is also disabling features in its maps app as a safety and precautionary measure for ukrainian citizens,neutral
2022-03-24,the digital markets act is the most sweeping legislation to regulate tech since a european privacy law was passed in 2018,neutral
2022-03-24,more than 400 companies have withdrawn at least temporarily from russia since it invaded ukraine some have been there since the fall of communism symbols of the enduring power of western culture and commerce,negative
2022-03-08,in a showcase on tuesday apple added to its everexpanding array of product offerings,positive
2022-03-18,the brazilian supreme court has vowed to fight disinformation ahead of this years presidential elections banning the popular messaging app is its most drastic step yet,negative
2022-03-23,the test program is likely to whittle away at the lucrative commissions that google has charged app developers for money made on its platform,negative
2022-03-29,apples coda won the oscar for best picture cool but what happens when big tech stops throwing money around,neutral
2022-02-26,google apple and others were warned that they must comply with a new law which would make them more vulnerable to the kremlins censorship demands,negative
2022-02-10,the 29 devices have become a headache for the company,negative
2022-02-11,a vast locationtracking network is being built around us so we dont lose our keys one couples adventures in the consumer tech surveillance state,negative
2022-02-12,the metaverse doesnt quite exist yet but the hype still matters,neutral
2022-02-03,metas stock prices plunged after the company reported that apples privacy features would cost it billions this year its not the only tech giant to take a hit,negative
2022-02-16,it says it will give other companies plenty of time to adapt to changes to its android software similar changes made by apple affected big internet companies,neutral
2022-02-20,americans kept shopping last month chinas sunny version of the olympics and the potential impact on energy markets of a ukraine invasion,neutral
2022-02-03,the company formerly known as facebook has hit major turbulence as it suffered its biggest oneday wipeout ever,negative
2022-02-22,apple is making a stink over a dutch regulators effort to change its app store heres why the tech giant cares,neutral
2022-02-03,five superpower companies yes even facebook after recent news are completely enmeshed in our world,neutral
2022-03-14,the taiwanese electronics firm said it adjusted the production line to other plants in china to minimize any impact on operations,neutral
2022-03-31,what the best picture oscar for coda tells us about apples enormous market power,positive
2022-03-26,digital copies of licenses and stateissued ids which can also be stored on apple watches will only work at security checkpoints at a phoenix airport for now officials said,neutral
2022-03-21,kara swisher asks the silicon valley congressman ro khanna why congress is so behind,neutral
2022-03-14,why spend more if you dont have to the new 430 iphone meets all the criteria of what most of us need in a smartphone,neutral
2022-03-05,in a few frantic days the west threw out the playbook it used for decades against the kremlin and isolated russia with unparalleled sanctions and penalties,negative
2022-03-09,under pressure from investors and consumers many western companies are unwinding their investments closing stores and pausing sales in russia,negative
2022-03-08,the tech giant used to give us only a few cool options now it has to work harder to win us over,neutral
2022-03-12,mykhailo fedorov ukraines youngest minister has turned technology cryptocurrency and social media into modern weapons of war,neutral
2022-02-16,amazon apple google and microsoft are expanding their reach over the rest of the economy,positive
2022-02-04,investors took the strong jobs showing as a reason for the federal reserve to move quickly as it starts to raise interest rates this year,negative
2022-02-02,the dating app removed itself from apples platform in china because of concerns over data regulations,negative
2022-02-25,the expresidents muchtouted truth social app fails to dazzle,negative
2022-09-25,the singers highly anticipated return to the stage will include the first halftime show under the nfls new sponsorship deal with apple music,positive
2022-09-07,the apple watch ultra is aimed at endurance athletes a market dominated by garmin apple also introduced updated airpods,neutral
2022-09-30,the losses in tech stocks and bonds is wrecking investor portfolios and analysts warn of more selloffs,negative
2022-09-01,apple google and microsoft are among the technology firms looking to shift some of their manufacturing out of china,neutral
2022-09-01,as apple prepares to unveil new models next week the smart watch has found an unexpected audience children as young as 5,positive
2022-09-20,a prominent critic of investing that factors in climate and social considerations wants to use shareholder pressure to refocus companies on profits,negative
2022-07-25,several signs of economic stress may keep the fed from raising interest rates to a full percentage point,negative
2022-07-26,sports are the lifeblood of tv but also choking it big tech is following a similar playbook,negative
2022-07-27,some tech companies earnings are flagging in what could be a positive sign for the federal reserve,positive
2022-07-27,these controls which are buried inside products from apple google meta and others make us share more data than we need to,negative
2022-07-20,a classaction lawsuit represented customers who sought repairs for the troubled macbook keyboard released in certain laptops from 2015 to 2019 many were frustrated by typing errors,negative
2022-07-28,tech companies are slowing their frenetic hiring but a combination of dominance and diversity is turning out to be yet again an overwhelming asset,positive
2022-07-24,competing for rights to broadcast games from the nfl and other leagues could be hard for broadcast and cable companies that arent playing by the same financial rules,negative
2022-07-12,three years after promising to work long into the future with the man behind its candycolored computers apple and mr ive are through,negative
2022-07-20,with the metaverse looming a shift in designer could make a big difference,neutral
2022-07-01,the official was the senior director of corporate law at apple until he was fired in late 2018,negative
2022-06-07,soon iphone owners will be able to edit text messages and android owners will be able to send highresolution photos many of the changes are long overdue,neutral
2022-06-04,the company has enlisted hollywood directors like jon favreau to help its effort to create products that blend the physical and virtual worlds,positive
2022-06-15,more government intervention will slow tech down is that good or bad,negative
2022-06-15,from power bricks to cables its time to incorporate usbc or wireless charging into your setup,neutral
2022-06-19,roughly twothirds of employees at the store in towson md voted to join the union,neutral
2022-06-07,what do google glass and pokmon go have in common they didnt change the world,neutral
2022-06-06,the company for the first time since the pandemic started invited technologists and press to a kickoff for its annual developer conference at its silicon valley campus,neutral
2022-06-07,a european union mandate set to begin in 2026 will require all new smartphones tablets and laptops to use a common charger,neutral
2022-06-22,afterpay apple and other financial tech companies are popularizing installment plans for paying off shopping splurges these programs can also cause confusion and a loss of control,negative
2022-06-15,the fed will conclude its twoday policy meeting today and announce what it will do with the shortterm interest rate it sets,neutral
2022-10-20,investors sent the electric vehicle makers shares down sharply in afterhours trading after the company warned about uncertain customer demand,negative
2022-10-20,everybody talks about the nautilus royal oak and daytona standouts from the 1960s and 70s but whats next,neutral
2022-10-28,a new european regulation could make usbc the standard cable we use for pretty much everything,neutral
2022-10-27,consumers showed enthusiasm for the latest version of the phone but the company said sales in the current quarter are not as strong,neutral
2022-10-27,an outbreak in zhengzhou has sent an unknown number of workers at the citys foxconn plant into quarantine its a bad time of year for output of iphones to slow down,negative
2022-10-12,the airline reversed itself wednesday saying it had consulted with german aviation authorities who agreed that bluetooth trackers were safe for passengers to use,positive
2022-10-25,apple has rejected spotifys new app three times from its app store it is the latest in a series of confrontations between the two companies,negative
2022-11-22,many large retailers said they planned to close their doors on thursday,negative
2022-11-18,the government has sought out military veterans and communist party members to try to help an apple supplier address a labor shortage at a major factory,neutral
2022-11-24,protests are rising as china enacts more lockdowns and quarantines with no end in sight the defiance is a test of xi jinpings authoritarian leadership,negative
2022-11-28,in a series of tweets on monday mr musk accused apple of threatening to pull twitter from its app store and of trying to censor,negative
2022-11-02,hundreds of workers are said to have fled afraid of being forced into quarantine with inadequate food and supplies,negative
2022-11-02,markets expect another big interest rate increase on wednesday but investors are also anxious about the central banks coming moves,negative
2022-11-30,mark zuckerberg the ceo of meta said that apple stands out from competing platforms for its attempts to control unilaterally what apps get on a device,negative
2022-10-15,workers said pay was adequate and benefits were good but complained that managers practices often seemed arbitrary,negative
2022-10-22,when laurene powell jobs unveiled a website dedicated to the story of her late husband historians wondered if it could change how influential people burnish their legacies,neutral
2022-10-26,disappointing earnings from microsoft alphabet and texas instruments reveal the big challenges facing technology giants,negative
2022-10-11,it appears to be the sole airline saying that international standards dont allow passengers to use the bluetooth devices in the cargo hold apple said that regulators allow their use for all baggage,neutral
2022-10-18,the uprising will be of keen interest in the us where a second apple store voted to unionize last week,neutral
2022-10-04,the labor agency found that the tech giant interrogated employees about the union and prevented union fliers in the break room,negative
2022-10-03,apple said the movie mr smiths first since his infamous slap at the oscars will be in theaters on dec 2 and begin streaming on dec 9,neutral
2022-10-28,the worlds richest man just closed the deal promising that the company wont become a hellscape appointing himself chief twit and promptly firing top executives,negative
2022-10-28,the social networks new owner has just a few days to determine whether to pay millions to employees or get rid of them,negative
2022-10-26,employers are taking a variety of approaches to union campaigns,neutral
2022-11-07,as global leaders gather at cop27 efforts are reportedly underway to have companies help shoulder the financial burden,neutral
2022-11-07,lawmakers objections to an obscure chinese semiconductor company and tough covid19 restrictions are hurting apples ability to make new iphones in china,negative
2022-11-21,shares in the entertainment giant climbed more than 9 percent in premarket trading on monday following the ouster of chief executive officer bob chapek,positive
2022-11-07,the company said covid19 restrictions were slowing production of the companys new phones ahead of the holiday season,negative
2022-11-15,when patients with disabilities receive substandard care also kari lakes defeat mike pence ukraine south african coal apples betrayal when to brush,negative
2022-11-22,with robert iger back in charge at disney his todo list takes shape turn around the streaming businesses and groom a successor,neutral
2022-11-23,the crypto exchanges founder sam bankmanfried says the company suffered a 51 billon collapse in collateral but he thinks filing for chapter 11 was a mistake,negative
2022-11-29,the twitter owners latest fight is a big one the market dominance of apples app store,negative
2022-11-23,talks for sunday ticket are expected to spill into next year as apple faces increased competition from google for the leagues last available tv rights,negative
2022-11-28,stock markets in asia and europe fell on monday as did us futures and crude prices as investors worried about the fallout of social unrest in china,negative
2022-07-29,many companies are navigating tough times better than investors had feared,positive
2022-07-28,chair jerome powell was asked in every way possible whether the economy was in or headed toward a recession,neutral
2022-07-28,the iphone maker said it was hurt by covidrelated shutdowns of factories in shanghai but benefited from its growing services business,neutral
2022-01-18,us antitrust leaders said they would focus on the tech industrys free services as they strengthened the review process for corporate consolidation,neutral
2022-01-08,blackberry was once canadas most valuable company and a global force in tech the final step in its downfall as a phone maker arrived this week,negative
2022-01-27,the companys revenue and profit beat wall street expectations easing concerns that supply chain problems and the coronavirus were a drag on sales,positive
2022-01-03,the iphone makers value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock,positive
2022-01-25,the woman a 45yearold virginia resident is accused of threatening mr cook and visiting his home according to the court documents,negative
2022-01-20,with midterm elections approaching a vote taken on thursday could be the first of several that congress takes on bills aimed at the industry,neutral
2022-01-05,we arent buying more smartphones so how is this smartphone company making crazy money,negative
2022-01-04,a new study analyzed nearly 1500 episodes showing the extent to which podcasts pushed misinformation about voter fraud,negative
2022-01-26,creators who want to make a living online say the fees are too high,negative
